0
SEMA3F
LASP1
CASP10
PLXND1
CD38
CDC27
MPO
PDK2
ITGA3
REX1BD
CACNA1G
ALDH3B1
PNPLA4
MARK4
GAS7
MATK
PIGQ
E2F2
CDK11A
NADK
CYTH3
SS18L2
REV3L
RANBP9
CD9
NME1-NME2
TYROBP
LDAF1
MAP4K5
NUB1
TTC27
PHLDB1
SAMD4A
GRAMD1B
DEPDC1
MIPEP
PRKCH
SNX1
GRN
MAP2K3
NSMAF
STAP1
TBC1D23
RIPOR1
RIPOR3
TG
JADE2
ATOSA
LTBP1
LIMA1
THRAP3
PHPT1
TBC1D22A
KCNH2
ITIH1
PHF21B
MSH4
CAMK2B
POLR3E
DNAJC25
DGAT2
LIMCH1
CCN5
CALCRL
GLP2R
PDIA5
NDUFB4
MAP2K4
TBC1D1
FGFR2
CACNB1
PKM
ROGDI
SRBD1
PYGM
DNAJA2
BCL3
SLC44A1
ST6GALNAC2
NDE1
PVR
SCARB1
LLGL2
PDE8A
ST6GAL1
CLASP1
EED
WSCD2
KCNQ2
FOSL2
WDR62
RAB7A
KLHL20
PLXNA2
SPAG5
ACACB
RAP1GAP
ARHGEF1
IL4R
APBB1IP
SLC25A43
UBE2A
MCCC1
ADCYAP1R1
SP140
RAPGEF3
CEACAM1
DNM2
CHRNA3
CNOT4
DLGAP4
MAGI3
PTPRC
AACS
XPO1
RRAGB
ZNF324
ZMPSTE24
NKAIN1
GCKR
WDFY1
POMGNT1
ITPKC
HSD17B2
ACOX3
ADD1
PHACTR3
SULT2B1
ASAP3
DNMT3B
TMEM40
TESC
SLC8B1
KDM2B
FUS
GRAMD1A
ARHGAP4
ANKRD24
MCOLN1
DLL3
NLRC4
CLSPN
GPATCH2
SEC22C
SH2D3C
WHRN
CREM
TMEM14A
SCD
MYO9B
HSD3B7
NDUFB7
MISP
POLRMT
OSM
TBC1D10A
SEC14L2
GGT1
CYTH4
CRYBB2P1
CARD10
SLC25A1
PIK3IP1
TRIOBP
DEPDC5
POLDIP3
CYB5R3
RHBDD3
BIK
MCM5
TNRC6B
TRMU
AHSA1
DAAM1
RIN3
CHGA
ITPK1
GALNT16
ASB2
HIF1A
PAPLN
PCIF1
ABHD12
UQCC1
PABPC1L
ADNP
HM13
SNPH
POFUT1
CDK5RAP1
PPP1R16B
SMAD7
TIMP1
CAB39L
CCL22
USP31
DNAJA3
XYLT1
CCP110
CSK
TRIP4
CD276
TMEM87A
TGM5
BRF2
ASAH1
GYS1
KLC3
YJU2B
TLE5
CCDC61
VRK3
MED26
SLC1A6
OVOL3
TJP3
TGFB1
DMAC2
ICAM4
CARD8
LIG1
SIGLEC6
WDR83OS
SLC5A5
ARRDC2
PDE4C
ETHE1
GSDME
ZC3HAV1
SSBP1
CPVL
BUD31
CYP3A5
SNX8
FSCN3
IMPDH1
LSM5
PHF14
RHEB
CLIP2
AKNA
DOCK8
EXOSC3
PLEKHA1
ACTA2
STN1
CCDC6
GIT1
RUNDC3A
KPNB1
DRG2
DHX58
NAGLU
CNTNAP1
SGCA
ABCC3
MAP2K6
UNC119
OCIAD1
NDUFC1
INPP4B
GAR1
DHX15
STIM2
CTSC
DTX4
ANAPC15
CEP164
TCIRG1
POU2AF1
KCTD10
SLC6A12
PRR4
SCNN1A
OAS2
RASAL1
CAND1
GCNT2
RIPOR2
CILK1
CD83
MED23
ALDH5A1
SNX3
DUSP22
CLIC5
LY86
PRSS16
TBX18
CCNG1
SUB1
LNPEP
PDE4D
TRIM23
TRAPPC13
HGD
PFKFB4
GNAI2
BBX
