0
PHLDB1
KCNG1
VEZT
TG
ARHGEF5
PRDM6
FAM107B
PFKP
KLF6
PKM
LRP6
BUD23
SCARB1
SEMA3A
RAB7A
NDC80
SMAP2
MECOM
GNAS
DHPS
CATSPERG
KLHL22
DICER1
ARHGAP5
ARFRP1
CELF4
METTL4
RUBCNL
DTWD1
LAPTM4B
TRPS1
CHRAC1
SNX16
PLD3
RPS19
PLEKHA4
GATA3
PITX3
ZMIZ1
RGS9
SMARCD2
MMD
KMT5B
SOX6
BCL7A
DDX55
TBC1D30
BTN2A1
APBB3
CNOT6
NPR3
IRX4
DPYSL3
SMAD5
BBX
C2orf42
SMG7
MLH3
TGFB3
ATL2
RPL5
ACO1
KBTBD4
AMD1
PREX1
STAU1
BTN2A2
SYMPK
FGD3
BCL11B
ASPHD2
FOXP2
GAD1
HOXD11
KNSTRN
DNAAF11
FGF13
NECTIN2
F12
MACROD1
AMPD3
MEIS2
FST
HRK
RNFT2
PHF21A
GDF11
PCNX2
HUS1
TFAP2A
ARRB1
NOVA1
CLBA1
TOB1
CACNA1A
CBR4
NKD2
SSBP2
IQGAP2
TENM4
GPR158
MAGI1
PRKCA
CXXC1
GPR78
MMP16
NDUFAF6
SMG1
ETS2
CALM3
CSTB
C19orf47
CAMK2N1
BRINP3
COL6A3
ADAMTS9
ERICH6
TP53INP1
OTUD1
ZCCHC24
FAM204A
GFI1B
CLMN
BRD7
FAM227B
TSC22D4
SMAD3
ISLR2
DHRS13
TRAPPC9
TMEM68
FOXI1
ATG4B
AXIN2
SHOX2
STX18
SLC25A6
ODAD2
SDC2
ANTXR1
ONECUT1
TPST1
TM4SF1
ZFPM2
SLC16A5
VSTM2A
PRKCE
FAM241B
ZNF581
ZBTB4
NR1D2
SH3BP5L
NR2F1
SLC35A4
UFSP1
TCP11L1
THAP4
PAWR
ZNF114
ERN1
CATSPERE
CDC42EP4
POLR2A
FIGN
TSHZ2
GPC6
LRRC14B
SEMA4D
ENSG00000187951
SELL
ARID2
SYCP2
SPATS2L
FAM217B
ZNF512B
HRG-AS1
ZGPAT
PGAP1
GRK6
NBR2
TBKBP1
MIR378A
RNU4-13P
RNU4-2
MICA
ZBTB10
RNVU1-15
ZNF580
NDUFS3
KRTAP1-3
ZMIZ1-AS1
ENSG00000227355
LINC01132
ENSG00000228021
TOB1-AS1
PPP5D1P
LINC01750
SMG7-AS1
LINC01166
PUDPP2
FAM133B
DICER1-AS1
NR2F1-AS1
BRINP3-DT
FRY-AS1
ERICH6-AS1
LINC01168
NME2
STX18-AS1
CBR4-DT
ENSG00000253593
NOX5
ZNF350
ZNF253
NOVA1-DT
SMAD3-DT
TUBB8
GS1-204I12.4
NOTCH2NLA
MIR3124
MIR4291
CEBPB-AS1
