0
M6PR
SARM1
PDK4
FARP2
ADIPOR2
CDKL3
BLTP2
SCN4A
SYPL1
SPAG9
NFIX
MAPK8IP2
HEATR5B
UBE3C
METTL13
UQCRC1
ELOA
ANLN
BRCA1
RNF14
MDH1
MTMR11
COX15
GLT8D1
TTC27
SLC45A4
RNF10
ZDHHC6
ALAS1
CCDC28A
PNPLA6
ZCCHC8
PEX3
SH3YL1
DAPK2
TBC1D23
AGA
RAB27B
RETSAT
LTBP1
RCN1
RAD51
MPHOSPH9
FOXN3
TRAPPC3
ATP2B4
NDC1
STYK1
WNK1
ARSF
DGAT2
VMP1
U2AF2
INTS13
CTSA
PMS1
DGKA
TBC1D22B
CYB5R4
ASB1
PDE4A
DIP2B
EVI5
PKM
ROCK1
RASSF1
LAPTM4A
IP6K2
SIRT2
TESK2
ALDH3A2
TFRC
STK10
FBXW11
MRPS34
HACD3
ENO1
SRI
PLD1
MLH1
ARHGEF1
SNRPA
LRCH4
SIRT6
ZCWPW1
PCM1
BPIFB2
OSBPL6
RFX3
RIF1
SRCAP
CNOT4
CXCL2
AFP
IFT25
GEMIN5
ITGB5
TNPO1
TDRD3
SLC27A5
ZMPSTE24
HAL
SEH1L
MGST2
IPO11
AURKA
LZTS3
ESF1
CFAP61
RPLP0
FUS
FXYD5
ANKRD24
RAB11FIP3
TF
SPAG7
TMEM101
PPP2R3C
SCFD1
SNAP23
TBX15
MFSD11
VNN3P
DSP
TMED1
NRP1
CATSPERG
TECR
MTAP
GGA1
CBY1
RBFOX2
MYH9
PHF5A
ACO2
SDR39U1
RBM23
CGRRF1
ATP6V1D
DAAM1
LGMN
PRORP
DCAF11
NFKBIA
RABGGTA
PCIF1
RAB5IF
ADNP
CSTF1
NDUFAF5
HM13
SEC23B
CRNKL1
CDK5RAP1
CHMP4B
TBL1X
KLF5
MRPS31
NFAT5
N4BP1
MMP15
SLC7A6
CMC2
SEC14L5
DNAJA3
RPGRIP1L
HERC1
RAB11A
TMEM87A
ZNF106
DMXL2
FZD3
NBN
DCTN6
NFKBIB
TBC1D17
CCNP
GPI
NAPA
HPN
DNAJC2
POLR1F
LMBR1
SSBP1
CHCHD2
PDAP1
BUD31
HYAL4
MOSPD3
FBXO24
RBM28
SERPINE1
MOGAT3
POU6F2
PSMA2
MRPL32
TMEM248
PRUNE2
TLE4
AMBP
KDM4C
EXOSC3
RASSF4
DDX50
KAZALD1
MAP3K8
PSMD3
CBX1
MED13
SMARCD2
VTN
PHF12
OCIAD1
UGT2B10
DCUN1D4
UBE2D3
ELF2
TBC1D9
GAR1
TBC1D19
LPXN
OSBP
UNC93B1
APOC3
EIF4G2
AMBRA1
SLC11A2
RSRC2
MAGOHB
DDX55
TIMELESS
GAPDH
COPS7A
LPCAT3
C2CD5
COX6A1
FGFR1OP2
NEDD9
GPR63
GMNN
TENT5A
MEP1A
MRPS27
LOX
TMCO6
CERT1
RNF130
ARSB
PPP2CA
HMGXB3
PDGFRB
HRG
TFG
NCBP2
ABCC5
EIF1B
SPCS1
CCL20
STAM2
GPD2
EIF2B4
SNX17
PCGF1
GALNT3
STAT1
UNC50
ELMOD3
CCT4
COQ10B
MOB4
KDM3A
HDLBP
GORASP2
SLC25A12
ORC2
PNO1
THADA
NFE2L2
BCL9
CACYBP
LRRC42
PARK7
RNF19B
ARHGEF2
SWT1
SMG7
MRPS15
ZNF684
RPF1
UAP1
PRPF3
RSRP1
SLC35A3
ARID1A
ESYT2
APOA1
CAMSAP2
TTR
SGK1
CCN2
GTF3C3
UBE2B
HEATR1
ALDH6A1
NRDE2
SUPT7L
CUTC
C10orf88
KANSL1
MSX2
RCL1
CAAP1
MRPS14
ACAT2
KIAA1217
TGFBI
SORBS3
TRMT1L
GTDC1
POLK
PLG
RPL5
SPATA1
EEPD1
NT5C3A
DNAI1
DDX54
NLN
C4BPB
NCOA3
CHD6
STX16
PCK1
NEURL2
RREB1
RIOK1
NUP153
ABCC4
ARMC7
BARHL1
PSD4
SLC25A23
RPL23
SNRPB
SNRPB2
AGO3
F10
NR1D1
SBDS
WNK4
ZNF384
ZNF484
MASP1
METTL25
RNF6
AKAP9
POR
SPECC1
LSM8
CALU
FEZF1
ORMDL1
EIF2AK4
ANAPC13
SUMF2
BBOX1
AJUBA
HEATR5A
AANAT
TTI2
DOCK6
LDLR
ANGPTL8
PRKCSH
TOMM40
ACE2
GTPBP3
RSPH3
FUT5
GDF15
OLFM1
UBE2M
SHFL
MPP1
MTRFR
RGN
CHMP1A
RPL27
G6PC1
PRKAB2
SNRPA1
DNAJB1
SERPINF1
H3-3B
UNK
NIP7
MMACHC
DMGDH
USPL1
DSTYK
COG6
TPT1
CCDC59
EIF2S1
CDK7
SORT1
FKBP11
TMEM106C
CDC73
CRB1
RPS15A
RNF138
TMEM258
WDR36
TBX3
UGT2A3
PNPLA8
HILPDA
ESPL1
AFG1L
AHI1
GNS
AGT
NIBAN1
MRPL44
EIF4E2
C2orf49
RNASEH2B
COG3
LMO7
HUS1
TACO1
DCAF7
TANK
GATA4
IL1RN
UGGT1
WDR38
ZSCAN9
BPHL
MDC1
VARS2
NDUFAF1
RPLP1
GCHFR
KYAT3
CENPO
IDH1
OLA1
PARP9
ARHGAP24
ZGRF1
HNRNPD
SEC31A
CCNG2
GSTCD
INTS12
INHBE
TPH2
LGR5
DUSP6
CSAD
SLC38A6
ESR2
ZSCAN29
TLE3
HMG20A
SCAPER
SCAMP2
IQGAP1
EFL1
PMM2
FTO
ZFHX3
NCOR1
PTRH2
IMPA2
SLC13A5
GRB7
DPP9
SAE1
RPL13A
CFAP74
MTF2
ALDH9A1
PPOX
NUF2
RGS5
TOR1AIP1
TARS2
NUP210L
SNAPIN
HAX1
GUK1
PLEKHA6
WDPCP
MEIS1
SFXN5
NBEAL1
FANCD2
ACKR2
LRIG1
AHSG
CISD2
USP53
PIK3R1
RASA1
DDX46
FBXO38
GLRA1
G3BP1
TRIM41
TNFRSF21
