0
SFSWAP
PMS1
HOXA9
RPL6
TXN2
NAPA
MVK
MAGOHB
PLSCR4
USP35
DYNC2I2
SUPT7L
HOXB8
SLC35B1
SMU1
ORMDL1
ALDH1A2
ARFIP2
TIMM10B
KHDC4
CDK7
TRMO
PARP16
MMAB
RPL7L1
SLC12A9
POC5
VPS37A
SLC4A1AP
PIGO
RPUSD4
CCT2
RCCD1
EDC3
PTPN11
MST1P2
KCTD21
FAM118B
CNOT7
HACD2
SNORA24B
TSN
RNU6-952P
CROCCP2
RPL7P30
LINC01635
PIGO-AS1
LINC02889
MYLK-AS1
ISY1
HOXA11-AS
LINC00881
MGC32805
HOXA-AS3
ISY1-RAB43
MIR3913-1
