0
MT-CYB
MT-ND2
MT-ND5
MT-CO1
MT-TF
MT-TI
MT-TQ
MT-TM
MT-TW
MT-TH
MT-TS2
MT-TL2
MT-TP
MT-RNR1
LINC01754
