gsea0,geometry,Gi_gsea0,Gi_sum
0.0,POINT (0.3743199244847942 0.8492144388169354),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4139820075419703 0.7994097937746852),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3488558875797775 0.644249071477768),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4551272698690295 0.8424679099785001),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.3310774735815086 0.5623540487552795),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4699725549951378 0.8027704464625004),-0.0780906963925058,-0.0780906963925058
-0.0116314291361843,POINT (0.3957147367330829 0.8216269807256847),-0.08001193284343093,-0.08001193284343093
0.0,POINT (0.3844099129228999 0.5986538184102937),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.334346162820131 0.6015141309015001),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.3813864464458898 0.7227240760300283),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.3988950372237059 0.866001930842606),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.248510579227758 0.561509681387884),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3926173360331205 0.822713223307956),-0.26774100279625973,-0.26774100279625973
0.0,POINT (0.3736832519380003 0.7779099632017373),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3514334151966921 0.7836182922061997),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3877941399630078 0.8282714832949754),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4228801776602662 0.8403869683154014),-0.22032842619532128,-0.22032842619532128
0.0,POINT (0.2825984983333441 0.6578811160807861),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4244556322277182 0.8599023232155029),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3189181166661921 0.7136438073748238),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.39470374517967 0.8709115571572116),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3089190559267089 0.7736025584936891),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2081724810115734 0.587092934207898),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2248540681271346 0.6555480408023864),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.2094446998289693 0.7071459728452983),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.3051560727635596 0.6994238343214999),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3057528963327706 0.5348481971832392),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3635435386455976 0.589304489612381),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3405315017191489 0.6701111079344562),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.1305249706713334 0.5896615103934414),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.0508171413153149 0.6452285298299663),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.2087701866977471 0.7292633261839665),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.4654515583842531 0.7727291203765193),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.3784208314172032 0.5803719823769404),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4035429260516291 0.6664159646394522),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3240318015143907 0.5692400945256868),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3828134281807065 0.6471144800125426),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3709789267626032 0.6162994493093317),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3822719956693906 0.6143522580809271),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4892270155832553 0.7818293225276168),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4583438724049523 0.6964604712957276),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4282313831670206 0.6759719406465684),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3455625994202803 0.6843313299384675),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4358839650580902 0.7128107174561934),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.39463156276966 0.6445013151129249),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3421987798895678 0.5577261451699362),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3374270496641352 0.5754103913073402),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4197624107831723 0.7681934081059509),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4097153124867252 0.7733530087778433),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3845546274405483 0.7356386663723136),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3630210553854803 0.6947720060589531),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3764534015294975 0.7450165641291397),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3778599175302414 0.779730071546516),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3163105814622755 0.6602825064132922),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.2590456702207404 0.5670509421256739),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3321385077225295 0.6800853781912595),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.3404786270500426 0.6672097948095852),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3648231534938179 0.557604450221853),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2906434976659569 0.8778305886667352),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.086044118700991 0.5197105879190764),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2463067906364165 0.7234302328628566),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.3619427720038086 0.9057610266916412),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3779703414703619 0.8689831364360018),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3518615446920742 0.851505024037783),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3669242120352238 0.8509828579889096),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4692273437140994 1),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.384581341655836 0.8442135302066113),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3922447425730764 0.8350136222420316),-0.26774100279625973,-0.26774100279625973
0.0,POINT (0.2427080311152404 0.777009946461538),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3985875368923926 0.8459497553870118),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2795345235321814 0.7679730727513854),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.290263529870658 0.7654574689877994),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3422935865387448 0.7327095150277895),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4081773838737468 0.8493182839167657),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2076855005699649 0.6226638676344992),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.3264703516929699 0.7590686786106284),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3805595399276851 0.8561725886378045),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.2896897352906473 0.7134412459717314),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2021694309557853 0.5554492667197273),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2513681273256841 0.6341593509229215),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.443777825305792 0.7798258793665159),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4770054679939226 0.7998010728229461),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3722948459025677 0.8297846586623892),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4942470400523027 0.8095108949605314),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.1667256031846653 0.5208916273705806),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2963274472158274 0.6962379975939144),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.394008077379933 0.8928504945923033),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3212237786636648 0.7961895928131032),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3397649782196115 0.8013771603065832),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3793115829451303 0.8914621041551262),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3347725541864088 0.9058918099832878),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3105043550086102 0.8422103056980836),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3185562358149624 0.8858948463958374),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2767340734660134 0.8368791401120669),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.1675515813467326 0.6900083379635235),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2236734725667299 0.7869146868826463),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2092810085045709 0.7888686022010254),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.1960331111022295 0.7927262230598799),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.1974377887223741 0.7972128595143562),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.1847325618806996 0.799845397009973),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.1876589149468363 0.8078993023221884),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.175228973577789 0.8104628034001778),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.1702351038496639 0.8187037979293098),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.1670249796238039 0.826195125852764),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.1697548546723429 0.8409821765121878),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.1739360708124864 0.8683428356643959),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.1837993964030562 0.9032929481457128),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.1925140405933074 0.9227714767840912),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.1957608554494763 0.9312201720220568),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2123795569465883 0.9675150918176072),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2121349232623231 0.9436941653755744),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2292133151536368 0.969942475651816),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2324245668220662 0.9346025471982828),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2477536880528517 0.9537065810717272),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2469057013212792 0.9143683919476197),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2554659210540868 0.9011528745118876),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2650976356230987 0.9152269660090894),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2668646177364805 0.865871769551578),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2654380158577334 0.8420894142414588),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2822419510241302 0.8387002438859541),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.2042886573794854 0.6840965925740438),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.2623451556755753 0.8011960359065992),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.294598649998741 0.832971702298671),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2713411694804375 0.8244312891954436),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3160117481806227 0.8397470285584455),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2476941243935067 0.772560833880571),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2743981355978246 0.7614035412567596),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.2427358676600658 0.579376622295668),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.2273158833236551 0.603276551656924),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3299135175299451 0.8034306790777855),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2368939146125051 0.6291494291194497),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3029219465372012 0.785439418606088),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2330510220902444 0.629400619179068),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.1803956119081352 0.709852454994244),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.1840166163228882 0.679354400759031),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2610209597665857 0.6872483972765722),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.1604260139274108 0.6561069602115932),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.2126697881496456 0.6420815684784191),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3050017182698259 0.81289951995742),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.1635197090396805 0.6790738912302575),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.166039460123359 0.7115557729041706),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.2575280494463347 0.7206341056587933),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.1801247964564297 0.7241090917250286),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2526202471531677 0.7740794407201731),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2751632765830724 0.7877851418582229),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.28312160939477 0.7959206848757824),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2018531568557409 0.732194731972964),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.2510571241516522 0.69641866595571),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.0251686551703467 0.5787172839195039),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2178065056024498 0.7185618206838229),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2850678608974976 0.8314468501050705),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.1578420637078313 0.6733364576363835),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.213916566803908 0.6448833026170324),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2479709131938904 0.8105219938268488),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2493208091927847 0.7192590712319711),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3325674827554606 0.7847115029080921),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2342323701067782 0.7082614717991272),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.2421805009384136 0.6698076538940085),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3425966583918464 0.8234922704316466),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.1312607298601923 0.5435814034836454),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3128513698311846 0.820738970607118),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.1955163303447747 0.6455971431078104),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.186744182767159 0.666780174703614),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.3012908934465712 0.7384763257391156),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3422694365104504 0.7985135077090344),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3578863777993713 0.7966960910371216),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3111325674910176 0.8313894705530969),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3447447552302075 0.8138918788470748),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.1852117235101731 0.6996529419876774),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.2702796337628569 0.6354629733483455),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.3043634275151681 0.6806729523784135),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.6190893793174611 0.1694101765255208),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.7109800182687197 0.4003053471428406),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.660157176689991 0.4021127844038796),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4373235040829556 0),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.6679314625605121 0.3448549227886753),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.6811038757673156 0.1581495850567531),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.6941206211345607 0.2970624996799485),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.6774797006017611 0.3024995864183551),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.7549626952007227 0.0272644435610062),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4830032033356119 0.1692294578097985),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4838752594770301 0.2776408972141713),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.80933842683727 0.1973017124333377),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.5306111465434042 0.2028597113539548),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.5211177118257799 0.1233026075456917),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.8056216229619904 0.3197917406024183),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.5622372453675231 0.0764595865662204),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.7225973315521698 0.1517835326219978),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.5580492766416285 0.1054766250428781),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.5722999139560099 0.2014566521396453),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.9111166367205542 0.2269602111035004),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.606034876405786 0.0806712729009099),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.4565036680503757 0.1830225288855306),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.5801972597920071 0.2866322110357703),1.79923835386725,1.79923835386725
0.0,POINT (0.7410040425789014 0.2104075221523914),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.585404208016695 0.3342750111161206),1.79923835386725,1.79923835386725
0.0,POINT (0.5419542117119908 0.3807564956390913),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.6679247517952163 0.3834437305070306),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.5763576998877191 0.3436139546748047),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.5856949452682917 0.3615711603485151),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.6329339836603768 0.3933739410988051),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.5758505628424138 0.3011806728264935),2.5501699739711534,2.5501699739711534
0.0,POINT (0.6411962006093945 0.3982440856988711),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.6770204104678663 0.358978516771442),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.6038309275052848 0.2849928195974627),1.79923835386725,1.79923835386725
0.0,POINT (0.5196043351055805 0.4065138466527514),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.6740914808302674 0.3765731589300945),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.5570292168063016 0.2151653214747024),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.6114629101644272 0.2620377427391451),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.6407795109969644 0.3115777465052209),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.5199699310697339 0.2956679547306133),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.5081025881141791 0.3281431643441975),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4982140169590148 0.1549919757926778),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.749831187683367 0.3981562593878299),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.6412405495530018 0.3884557808502485),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.7026736001315912 0.4022707309895901),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.6064871585176911 0.0623337701226245),-0.0780906963925058,-0.0780906963925058
0.134328053205077,POINT (0.5848914291172127 0.3041598381785405),-0.0669096198940978,-0.0669096198940978
0.0,POINT (0.5049487218024944 0.3222108199554686),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.5974935659928367 0.1366346481869262),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.4703503753521746 0.097892865224756),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.582912406114946 0.3996265426885144),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.540289024907571 0.223075169069028),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.6314917995510136 0.2269591747123987),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4962859096220837 0.0821160581228418),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.9024471458562804 0.0337621912038845),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.5321979388890853 0.3121991954571023),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.5584527847673865 0.2427998842866734),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.6735464918162225 0.2878547785711788),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.6489383271114263 0.2032533969854608),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.6199195131199077 0.2348502362036313),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.6741007976135988 0.2493602523151711),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.5567979508986102 0.1547459242679404),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.6881080813132513 0.3815376371321117),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.650211979618195 0.2788743253425204),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.6116116361348097 0.2104639917362441),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.6516260938535364 0.3614014673285926),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.7282789703375953 0.4013292181127838),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.607084465452697 0.3132398261018234),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4807410490941803 0.1343736065247399),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4593875157808191 0.1195437668981779),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.4744101666009148 0.126753740822939),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.5114309922739866 0.1807194571336774),-0.07809069639250579,-0.07809069639250579
0.0,POINT (0.4499030679769761 0.1587399807760365),-0.0780906963925058,-0.0780906963925058
0.0,POINT (0.5490014026713017 0.337997012359589),-0.0780906963925058,-0.0780906963925058
